iter	RMSE
575	0.4627267188
576	0.4624677478
577	0.462195076
578	0.4619603477
579	0.4616950319
580	0.4615765252
581	0.4614528779
582	0.4612851848
583	0.4611083613
584	0.4608229351
585	0.460619111
586	0.4603803719
587	0.4601622609
588	0.45996281
589	0.45983793
590	0.4596701104
591	0.4595387054
592	0.4593140785
593	0.4591867206
594	0.4588689549
595	0.4586327159
596	0.4584583638
597	0.4584190682
598	0.4581663302
599	0.457966847
600	0.4578173798
601	0.45763841
602	0.4575019929
603	0.4573307696
604	0.4570546042
605	0.4568285359
606	0.4566805645
607	0.4565713506
608	0.456297469
609	0.4561538477
610	0.4559703051
611	0.4557764951
612	0.4555690942
613	0.4554315611
614	0.4552368404
615	0.4551557434
616	0.4549897703
617	0.4548184259
618	0.4547785801
619	0.4546130843
620	0.4545161775
621	0.4544471444
622	0.4542865329
623	0.4540694735
624	0.4538696057
625	0.4536659727
626	0.4535673826
627	0.4534571376
628	0.4532633347
629	0.4530981973
630	0.452856644
631	0.4527427531
632	0.4524705628
633	0.4523877525
634	0.4523133829
635	0.4522311673
636	0.4520937097
637	0.4520085154
638	0.4518508772
639	0.4516167735
640	0.4514683424
641	0.4513040935
642	0.4510089757
643	0.4509548301
644	0.450755732
645	0.4505162844
646	0.4504317833
647	0.4503135491
648	0.4501222114
649	0.4500082727
650	0.4498421093
651	0.4496805574
652	0.4495415865
653	0.449306074
654	0.4490856845
655	0.449019314
656	0.4488843841
657	0.4487959363
658	0.4486637112
659	0.4484987592
660	0.4482837687
661	0.4481116083
662	0.4478884007
663	0.4477687316
664	0.4475613799
665	0.4474306956
666	0.4473197875
667	0.4471290834
668	0.4469822355
669	0.446764458
670	0.4465727389
671	0.4463182925
672	0.4461195876
673	0.4459791986
674	0.4458556793
675	0.4457393983
676	0.4455984197
677	0.4454295783
678	0.4452175835
679	0.4451019471
680	0.4449950414
681	0.4447883168
682	0.4446080977
683	0.4444910155
684	0.4442891726
685	0.4441758362
686	0.4440777252
687	0.4439483264
688	0.4437876868
689	0.4435874135
690	0.4433431364
691	0.4431394141
692	0.4429212682
693	0.4427185709
694	0.4426486532
695	0.4424949147
696	0.4423180793
697	0.4422452842
698	0.4420104495
699	0.4418127129
700	0.4416846474
701	0.441526957
702	0.4413174082
703	0.4412719245
704	0.4410575363
705	0.4409266018
706	0.4407361899
707	0.4406604012
708	0.4404252801
709	0.4403018524
710	0.4401306145
711	0.4399685109
712	0.4398643381
713	0.4396883535
714	0.4394308485
715	0.4392674124
716	0.4391702416
717	0.4390204194
718	0.438825472
719	0.438677323
720	0.4385388315
721	0.4383857715
722	0.4381700028
723	0.4379647785
724	0.4377585717
725	0.4375529906
726	0.437428184
727	0.437324487
728	0.4372158345
729	0.4370632591
730	0.4368591926
731	0.4368122362
732	0.4367290251
733	0.4366255772
734	0.4364468781
735	0.4362178713
736	0.4359926739
737	0.4358194521
738	0.4357510209
739	0.4355985414
740	0.4354972564
741	0.4353963045
742	0.4352131874
743	0.4350737573
744	0.4349364393
745	0.4348497593
746	0.4347528874
747	0.4346264093
748	0.4344880123
749	0.4343932684
750	0.434251505
751	0.4341678043
752	0.4340966733
753	0.4339691758
754	0.4338208335
755	0.4337055465
756	0.4335419816
757	0.4333760908
758	0.4332071769
759	0.4330747335
760	0.4328829213
761	0.4325954352
762	0.4325042309
763	0.4323927114
764	0.4322626786
765	0.432161165
766	0.4319846437
767	0.4317950758
768	0.4316643417
769	0.4314861351
770	0.431354141
771	0.4311587859
772	0.430998213
773	0.4308091059
774	0.4306838708
775	0.430521135
776	0.430423605
777	0.4302646693
778	0.4301506111
779	0.4300941047
780	0.4299687013
781	0.4298688235
782	0.4297102706
783	0.4295153727
784	0.429329827
785	0.429271856
786	0.4291044247
787	0.4290255604
788	0.4288610409
789	0.4287900479
790	0.4286677585
791	0.42848551
792	0.4283633601
793	0.4282752324
794	0.428103201
795	0.4279591649
796	0.4278636181
797	0.4277253158
798	0.4276258723
799	0.4274535627
800	0.4273835171
801	0.4272494851
802	0.4271860565
803	0.4270616712
804	0.4268631158
805	0.4267748414
806	0.4266779457
807	0.4265646834
808	0.4264075358
809	0.4262847932
810	0.4262204423
811	0.4260312604
812	0.4258602107
813	0.4256732873
814	0.4255942856
815	0.425448034
816	0.4253659074
817	0.4252511665
818	0.4250706161
819	0.4249133106
820	0.4248729927
821	0.4247552073
822	0.424689159
823	0.4245352057
824	0.4244705079
825	0.4243567111
826	0.4241983062
827	0.4241125074
828	0.423932888
829	0.4238119457
830	0.4236380052
831	0.4234674849
832	0.4233659178
833	0.4232255744
834	0.4230623062
835	0.422970452
836	0.4227763323
837	0.4225810704
838	0.4224055518
839	0.4222666533
840	0.4220169989
841	0.4218664462
842	0.4216550853
843	0.421557911
844	0.4214613422
845	0.4213085651
846	0.4212206655
847	0.4211293815
848	0.4210097382
849	0.4208478787
850	0.4206999375
851	0.4206506717
852	0.420551495
853	0.4203970872
854	0.4202023922
855	0.4201466455
856	0.4200644943
857	0.4199771662
858	0.4198046262
859	0.4196458074
860	0.4195427007
861	0.4194367864
862	0.4192951812
863	0.4191442528
864	0.4190224974
865	0.418863542
866	0.4187594471
867	0.4185796777
868	0.4184557563
869	0.4182872274
870	0.4181526505
871	0.4180144588
872	0.4177866245
873	0.4175974717
874	0.4174695867
875	0.4174240904
876	0.4172898784
877	0.4171818884
878	0.4170553748
879	0.416989914
880	0.4168458088
881	0.4167330849
882	0.416637072
883	0.4165183046
884	0.4164263446
885	0.4162995114
886	0.416144777
887	0.415859404
888	0.4157699615
889	0.4156407456
890	0.4155247165
891	0.4154752385
892	0.4153432158
893	0.4151410911
894	0.4150051251
895	0.4149107554
896	0.4147204243
897	0.4145621648
898	0.4144210231
899	0.4142030796
900	0.4140611428
901	0.4139426015
902	0.4137934252
903	0.4137027871
904	0.413617174
905	0.4135257401
906	0.4134059141
907	0.4132801008
908	0.4131838199
909	0.4131116372
910	0.4129802927
911	0.4128805843
912	0.4127501385
913	0.4126445764
914	0.4124662342
915	0.4123561204
916	0.4123052444
917	0.4121611208
918	0.4121027638
919	0.4120016305
920	0.4118934577
921	0.4118559902
922	0.4117551191
923	0.4116586726
924	0.4115342963
925	0.4114249962
926	0.4113234356
927	0.411198437
928	0.4110525797
929	0.410850853
930	0.4107403104
931	0.4106591155
932	0.4105900143
933	0.4105275731
934	0.4103458145
935	0.4102130701
936	0.4101411586
937	0.4100482751
938	0.4098472586
939	0.4097822248
940	0.4096385949
941	0.4094126811
942	0.409341166
943	0.4091282345
944	0.409085544
945	0.4089680871
946	0.4088739958
947	0.4087790287
948	0.4086372863
949	0.4085149092
950	0.4083925209
951	0.4082459519
952	0.4080949449
953	0.4079847908
954	0.4079087896
955	0.4077860017
956	0.4076724615
957	0.4075564414
958	0.4074367271
959	0.407350137
960	0.407172288
961	0.40703498
962	0.4068812583
963	0.4067247469
964	0.4066135776
965	0.4065262521
966	0.4064685639
967	0.4063072634
968	0.4062091513
969	0.406118728
970	0.4059754003
971	0.4058931527
972	0.4057542043
973	0.4056947167
974	0.4056104986
975	0.4055081008
976	0.4053969526
977	0.4052763898
978	0.40516521
979	0.4051326681
980	0.40500532
981	0.4049149154
982	0.4048761355
983	0.4047965213
984	0.4046570021
985	0.4045388549
986	0.404422397
987	0.404306144
988	0.4042443398
989	0.404191743
990	0.4040346678
991	0.4039318106
992	0.4038347153
993	0.4036434258
994	0.4035374585
995	0.4034159606
996	0.4032262449
997	0.4031460641
998	0.4030240317
999	0.4028628144
